"Postcode","District","Parish","Country"
"YO1 0LW","York","York, unparished area","England"
"YO1 0LX","York","York, unparished area","England"
"YO1 0LY","York","York, unparished area","England"
"YO1 0LZ","York","York, unparished area","England"
"YO1 0NA","York","York, unparished area","England"
"YO1 0NB","York","York, unparished area","England"
"YO1 0NE","York","York, unparished area","England"
"YO1 0NF","York","York, unparished area","England"
"YO1 0NG","York","York, unparished area","England"
"YO1 0NH","York","York, unparished area","England"
"YO1 0NJ","York","York, unparished area","England"
"YO1 0NL","York","York, unparished area","England"
"YO1 0NN","York","York, unparished area","England"
"YO1 0NP","York","York, unparished area","England"
"YO1 0NQ","York","York, unparished area","England"
"YO1 0NR","York","York, unparished area","England"
"YO1 0NS","York","York, unparished area","England"
"YO1 0NT","York","York, unparished area","England"
"YO1 0NU","York","York, unparished area","England"
"YO1 0NW","York","York, unparished area","England"
"YO1 0NX","York","York, unparished area","England"
"YO1 0NY","York","York, unparished area","England"
"YO1 0NZ","York","York, unparished area","England"
"YO1 0PA","York","York, unparished area","England"
"YO1 0PB","York","York, unparished area","England"
"YO1 0PE","York","York, unparished area","England"
"YO1 0PF","York","York, unparished area","England"
"YO1 0PG","York","York, unparished area","England"
"YO1 0PH","York","York, unparished area","England"
"YO1 0PJ","York","York, unparished area","England"
"YO1 0PL","York","York, unparished area","England"
"YO1 0PN","York","York, unparished area","England"
"YO1 0PP","York","York, unparished area","England"
"YO1 0PR","York","York, unparished area","England"
"YO1 0PS","York","York, unparished area","England"
"YO1 0PT","York","York, unparished area","England"
"YO1 0PU","York","York, unparished area","England"
"YO1 0PW","York","York, unparished area","England"
"YO1 0PX","York","York, unparished area","England"
"YO1 0PY","York","York, unparished area","England"
"YO1 0PZ","York","York, unparished area","England"
"YO1 0QA","York","York, unparished area","England"
"YO1 0QB","York","York, unparished area","England"
"YO1 0QD","York","York, unparished area","England"
"YO1 0QE","York","York, unparished area","England"
"YO1 0QF","York","York, unparished area","England"
"YO1 0QG","York","York, unparished area","England"
"YO1 0QJ","York","York, unparished area","England"
"YO1 0QL","York","York, unparished area","England"
"YO1 0QN","York","York, unparished area","England"
"YO1 0QP","York","York, unparished area","England"
"YO1 0QQ","York","York, unparished area","England"
"YO1 0QR","York","York, unparished area","England"
"YO1 0QT","York","York, unparished area","England"
"YO1 0QU","York","York, unparished area","England"
"YO1 0QW","York","York, unparished area","England"
"YO1 0QX","York","York, unparished area","England"
"YO1 0QY","York","York, unparished area","England"
"YO1 0QZ","York","York, unparished area","England"
"YO1 0RA","York","York, unparished area","England"
"YO1 0SA","York","York, unparished area","England"
"YO1 0SB","York","York, unparished area","England"
"YO1 0SD","York","York, unparished area","England"
"YO1 0SE","York","York, unparished area","England"
"YO1 0SF","York","York, unparished area","England"
"YO1 0SG","York","York, unparished area","England"
"YO1 0SH","York","York, unparished area","England"
"YO1 0SJ","York","York, unparished area","England"
"YO1 0SL","York","York, unparished area","England"
"YO1 0SN","York","York, unparished area","England"
"YO1 0SP","York","York, unparished area","England"
"YO1 0SQ","York","York, unparished area","England"
"YO1 0SR","York","York, unparished area","England"
"YO1 0SS","York","York, unparished area","England"
"YO1 0ST","York","York, unparished area","England"
"YO1 0SU","York","York, unparished area","England"
"YO1 0SW","York","York, unparished area","England"
"YO1 0SX","York","York, unparished area","England"
"YO1 0SY","York","York, unparished area","England"
"YO1 0SZ","York","York, unparished area","England"
"YO1 0TA","York","York, unparished area","England"
"YO1 0TB","York","York, unparished area","England"
"YO1 0TD","York","York, unparished area","England"
"YO1 0TE","York","York, unparished area","England"
"YO1 0TF","York","York, unparished area","England"
"YO1 0UY","York","York, unparished area","England"
"YO1 0ZZ","York","York, unparished area","England"
"YO1 1AA","York","York, unparished area","England"
"YO1 1AB","York","York, unparished area","England"
"YO1 1AD","York","York, unparished area","England"
"YO1 1AE","York","York, unparished area","England"
"YO1 1AF","York","York, unparished area","England"
"YO1 1AG","York","York, unparished area","England"
"YO1 1AH","York","York, unparished area","England"
"YO1 1AJ","York","York, unparished area","England"
"YO1 1AL","York","York, unparished area","England"
"YO1 1AX","York","York, unparished area","England"
"YO1 1BA","York","York, unparished area","England"
"YO1 1BB","York","York, unparished area","England"
"YO1 1BR","York","York, unparished area","England"
"YO1 1DA","York","York, unparished area","England"
"YO1 1DB","York","York, unparished area","England"
"YO1 1DD","York","York, unparished area","England"
"YO1 1DE","York","York, unparished area","England"
"YO1 1DF","York","York, unparished area","England"
"YO1 1DG","York","York, unparished area","England"
"YO1 1DH","York","York, unparished area","England"
"YO1 1DJ","York","York, unparished area","England"
"YO1 1DL","York","York, unparished area","England"
"YO1 1DN","York","York, unparished area","England"
"YO1 1DP","York","York, unparished area","England"
"YO1 1DQ","York","York, unparished area","England"
"YO1 1DR","York","York, unparished area","England"
"YO1 1DS","York","York, unparished area","England"
"YO1 1DT","York","York, unparished area","England"
"YO1 1DU","York","York, unparished area","England"
"YO1 1DW","York","York, unparished area","England"
"YO1 1DX","York","York, unparished area","England"
"YO1 1DY","York","York, unparished area","England"
"YO1 1DZ","York","York, unparished area","England"
"YO1 1EA","York","York, unparished area","England"
"YO1 1EB","York","York, unparished area","England"
"YO1 1ED","York","York, unparished area","England"
"YO1 1EE","","","England"
"YO1 1EF","York","York, unparished area","England"
"YO1 1EG","York","York, unparished area","England"
"YO1 1EH","York","York, unparished area","England"
"YO1 1EJ","York","York, unparished area","England"
"YO1 1EL","York","York, unparished area","England"
"YO1 1EN","York","York, unparished area","England"
"YO1 1EP","York","York, unparished area","England"
"YO1 1EQ","York","York, unparished area","England"
"YO1 1ER","York","York, unparished area","England"
"YO1 1ES","York","York, unparished area","England"
"YO1 1ET","York","York, unparished area","England"
"YO1 1EU","York","York, unparished area","England"
"YO1 1EW","York","York, unparished area","England"
"YO1 1EX","York","York, unparished area","England"
"YO1 1EY","York","York, unparished area","England"
"YO1 1EZ","York","York, unparished area","England"
"YO1 1FA","York","York, unparished area","England"
"YO1 1FB","York","York, unparished area","England"
"YO1 1FD","York","York, unparished area","England"
"YO1 1FE","York","Rawcliffe","England"
"YO1 1FF","York","York, unparished area","England"
"YO1 1FG","York","York, unparished area","England"
"YO1 1FH","York","York, unparished area","England"
"YO1 1FJ","York","Upper Poppleton","England"
"YO1 1FL","York","Upper Poppleton","England"
"YO1 1FN","York","York, unparished area","England"
"YO1 1FP","York","York, unparished area","England"
"YO1 1FQ","York","York, unparished area","England"
"YO1 1FR","York","York, unparished area","England"
"YO1 1FS","York","York, unparished area","England"
"YO1 1FT","York","York, unparished area","England"
"YO1 1FW","York","York, unparished area","England"
"YO1 1FX","York","York, unparished area","England"
"YO1 1FY","York","York, unparished area","England"
"YO1 1FZ","York","York, unparished area","England"
"YO1 1GA","York","York, unparished area","England"
"YO1 1GB","York","York, unparished area","England"
"YO1 1GD","York","York, unparished area","England"
"YO1 1GE","North Yorkshire","Bilbrough","England"
"YO1 1GG","York","York, unparished area","England"
"YO1 1GH","York","York, unparished area","England"
"YO1 1GJ","York","York, unparished area","England"
"YO1 1GL","York","York, unparished area","England"
"YO1 1GN","York","York, unparished area","England"
"YO1 1GP","York","York, unparished area","England"
"YO1 1GR","York","York, unparished area","England"
"YO1 1GS","York","York, unparished area","England"
"YO1 1GT","York","York, unparished area","England"
"YO1 1GU","York","York, unparished area","England"
"YO1 1GW","York","York, unparished area","England"
"YO1 1GZ","York","York, unparished area","England"
"YO1 1HA","York","York, unparished area","England"
"YO1 1HB","York","York, unparished area","England"
"YO1 1HD","York","York, unparished area","England"
"YO1 1HE","York","York, unparished area","England"
"YO1 1HF","York","York, unparished area","England"
"YO1 1HG","York","York, unparished area","England"
"YO1 1HH","York","York, unparished area","England"
"YO1 1HJ","York","York, unparished area","England"
"YO1 1HL","York","York, unparished area","England"
"YO1 1HN","York","York, unparished area","England"
"YO1 1HP","York","York, unparished area","England"
"YO1 1HQ","York","York, unparished area","England"
"YO1 1HR","York","York, unparished area","England"
"YO1 1HS","York","York, unparished area","England"
"YO1 1HT","York","York, unparished area","England"
"YO1 1HU","York","York, unparished area","England"
"YO1 1HW","York","York, unparished area","England"
"YO1 1HX","York","York, unparished area","England"
"YO1 1HY","York","York, unparished area","England"
"YO1 1HZ","York","York, unparished area","England"
"YO1 1JA","York","York, unparished area","England"
"YO1 1JB","York","York, unparished area","England"
"YO1 1JD","York","York, unparished area","England"
"YO1 1JF","York","York, unparished area","England"
"YO1 1JG","York","York, unparished area","England"
"YO1 1JH","York","York, unparished area","England"
"YO1 1JJ","York","York, unparished area","England"
"YO1 1JL","York","York, unparished area","England"
"YO1 1JP","York","York, unparished area","England"
"YO1 1JQ","York","York, unparished area","England"
"YO1 1JR","York","York, unparished area","England"
"YO1 1JS","York","York, unparished area","England"
"YO1 1JT","York","York, unparished area","England"
"YO1 1JU","York","York, unparished area","England"
"YO1 1JW","York","York, unparished area","England"
"YO1 1JX","York","York, unparished area","England"
"YO1 1JY","York","York, unparished area","England"
"YO1 1JZ","York","York, unparished area","England"
"YO1 1LA","York","York, unparished area","England"
"YO1 1LB","York","York, unparished area","England"
"YO1 1LD","York","York, unparished area","England"
"YO1 1LE","York","York, unparished area","England"
"YO1 1LF","York","York, unparished area","England"
"YO1 1LG","York","York, unparished area","England"
"YO1 1LH","York","York, unparished area","England"
"YO1 1LJ","York","York, unparished area","England"
"YO1 1LL","York","York, unparished area","England"
"YO1 1LN","York","York, unparished area","England"
"YO1 1LP","York","York, unparished area","England"
"YO1 1LQ","York","York, unparished area","England"
"YO1 1LR","York","York, unparished area","England"
"YO1 1LS","York","York, unparished area","England"
"YO1 1LT","York","York, unparished area","England"
"YO1 1LU","York","York, unparished area","England"
"YO1 1LW","York","York, unparished area","England"
"YO1 1NA","York","York, unparished area","England"
"YO1 1NB","York","York, unparished area","England"
"YO1 1ND","York","York, unparished area","England"
"YO1 1NE","York","York, unparished area","England"
"YO1 1NF","York","York, unparished area","England"
"YO1 1NG","York","York, unparished area","England"
"YO1 1NH","York","York, unparished area","England"
"YO1 1NJ","York","York, unparished area","England"
"YO1 1NL","York","York, unparished area","England"
"YO1 1NN","York","York, unparished area","England"
"YO1 1NP","York","York, unparished area","England"
"YO1 1NQ","York","York, unparished area","England"
"YO1 1NR","York","York, unparished area","England"
"YO1 1NS","York","York, unparished area","England"
"YO1 1NT","York","York, unparished area","England"
"YO1 1NU","York","York, unparished area","England"
"YO1 1NW","York","York, unparished area","England"
"YO1 1NX","York","York, unparished area","England"
"YO1 1NY","York","York, unparished area","England"
"YO1 1PA","York","York, unparished area","England"
"YO1 1PB","York","York, unparished area","England"
"YO1 1PD","York","York, unparished area","England"
"YO1 1PE","York","York, unparished area","England"
"YO1 1PF","York","York, unparished area","England"
"YO1 1PG","York","York, unparished area","England"
"YO1 1PH","York","York, unparished area","England"
"YO1 1PJ","York","York, unparished area","England"
"YO1 1PL","York","York, unparished area","England"
"YO1 1PN","York","York, unparished area","England"
"YO1 1PP","York","York, unparished area","England"
"YO1 1PQ","York","York, unparished area","England"
"YO1 1PR","York","York, unparished area","England"
"YO1 1PS","York","York, unparished area","England"
"YO1 1PT","York","York, unparished area","England"
"YO1 1PU","York","York, unparished area","England"
"YO1 1PW","York","York, unparished area","England"
"YO1 1PX","York","York, unparished area","England"
"YO1 1PY","York","York, unparished area","England"
"YO1 1PZ","York","York, unparished area","England"
"YO1 1QA","York","York, unparished area","England"
"YO1 1QB","York","York, unparished area","England"
"YO1 1QD","York","York, unparished area","England"
"YO1 1QE","York","York, unparished area","England"
"YO1 1QF","York","York, unparished area","England"
"YO1 1QG","York","York, unparished area","England"
"YO1 1QH","York","York, unparished area","England"
"YO1 1QJ","York","York, unparished area","England"
"YO1 1QL","York","York, unparished area","England"
"YO1 1QN","York","York, unparished area","England"
"YO1 1QP","York","York, unparished area","England"
"YO1 1QQ","York","York, unparished area","England"
"YO1 1QR","York","York, unparished area","England"
"YO1 1QS","York","York, unparished area","England"
"YO1 1QT","York","York, unparished area","England"
"YO1 1QU","York","York, unparished area","England"
"YO1 1QW","York","York, unparished area","England"
"YO1 1QX","York","York, unparished area","England"
"YO1 1QY","York","York, unparished area","England"
"YO1 1QZ","York","York, unparished area","England"
"YO1 1RA","York","York, unparished area","England"
"YO1 1RB","York","York, unparished area","England"
"YO1 1RD","York","York, unparished area","England"
"YO1 1RE","York","York, unparished area","England"
"YO1 1RF","York","York, unparished area","England"
"YO1 1RG","York","York, unparished area","England"
"YO1 1RH","York","York, unparished area","England"
"YO1 1RJ","York","York, unparished area","England"
"YO1 1RL","York","York, unparished area","England"
"YO1 1RN","York","York, unparished area","England"
"YO1 1RP","York","York, unparished area","England"
"YO1 1RQ","York","York, unparished area","England"
"YO1 1RR","York","York, unparished area","England"
"YO1 1RS","York","York, unparished area","England"
"YO1 1RT","York","York, unparished area","England"
"YO1 1RU","York","York, unparished area","England"
"YO1 1RW","York","York, unparished area","England"
"YO1 1RX","York","York, unparished area","England"
"YO1 1RY","York","York, unparished area","England"
"YO1 1RZ","York","York, unparished area","England"
"YO1 1SA","York","York, unparished area","England"
"YO1 1SB","York","York, unparished area","England"
"YO1 1SD","York","York, unparished area","England"
"YO1 1SF","York","York, unparished area","England"
"YO1 1SG","York","York, unparished area","England"
"YO1 1SH","York","York, unparished area","England"
"YO1 1SJ","York","York, unparished area","England"
"YO1 1SL","York","York, unparished area","England"
"YO1 1SN","York","York, unparished area","England"
"YO1 1SP","York","York, unparished area","England"
"YO1 1SQ","York","York, unparished area","England"
"YO1 1SR","York","York, unparished area","England"
"YO1 1SS","York","York, unparished area","England"
"YO1 1SU","York","Wigginton","England"
"YO1 1SW","York","York, unparished area","England"
"YO1 1SY","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1SZ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TA","York","York, unparished area","England"
"YO1 1TB","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TD","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TE","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TG","York","York, unparished area","England"
"YO1 1TH","York","York, unparished area","England"
"YO1 1TJ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TL","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TN","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TP","York","York, unparished area","England"
"YO1 1TR","York","York, unparished area","England"
"YO1 1TS","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TT","York","York, unparished area","England"
"YO1 1TU","York","York, unparished area","England"
"YO1 1TX","York","York, unparished area","England"
"YO1 1TY","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1TZ","York","York, unparished area","England"
"YO1 1UA","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UB","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UD","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UE","York","York, unparished area","England"
"YO1 1UF","York","York, unparished area","England"
"YO1 1UG","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UH","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UJ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UN","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UP","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UQ","York","York, unparished area","England"
"YO1 1US","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UW","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UX","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1UZ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WA","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WB","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WD","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WE","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WF","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WG","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WH","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WJ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WL","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WN","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WP","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WQ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WR","York","York, unparished area","England"
"YO1 1WS","York","York, unparished area","England"
"YO1 1WT","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WU","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WW","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WX","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WY","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1WZ","North Yorkshire","Sutton-on-the-Forest","England"
"YO1 1XA","York","Rawcliffe","England"
"YO1 1XB","York","York, unparished area","England"
"YO1 1XD","York","York, unparished area","England"
"YO1 1XE","York","York, unparished area","England"
"YO1 1XF","York","Upper Poppleton","England"
"YO1 1XG","York","York, unparished area","England"
"YO1 1XH","York","York, unparished area","England"
"YO1 1XJ","York","York, unparished area","England"
"YO1 1XL","York","York, unparished area","England"
"YO1 1XN","York","York, unparished area","England"
"YO1 1XP","York","York, unparished area","England"
"YO1 1XQ","York","York, unparished area","England"
"YO1 1XR","York","York, unparished area","England"
"YO1 1XS","York","York, unparished area","England"
"YO1 1XT","York","York, unparished area","England"
"YO1 1XU","York","York, unparished area","England"
"YO1 1XW","York","Bishopthorpe","England"
"YO1 1XX","York","York, unparished area","England"
"YO1 1XY","York","York, unparished area","England"
"YO1 1XZ","York","York, unparished area","England"
"YO1 1YA","York","York, unparished area","England"
"YO1 1YB","York","York, unparished area","England"
"YO1 1YD","York","York, unparished area","England"
"YO1 1YE","York","York, unparished area","England"
"YO1 1YF","York","Huntington","England"
"YO1 1YG","York","York, unparished area","England"
"YO1 1YH","York","York, unparished area","England"
"YO1 1YJ","York","York, unparished area","England"
"YO1 1YL","York","York, unparished area","England"
"YO1 1YN","York","York, unparished area","England"
"YO1 1YP","York","York, unparished area","England"
"YO1 1YQ","York","York, unparished area","England"
"YO1 1YR","York","York, unparished area","England"
"YO1 1YS","York","York, unparished area","England"
"YO1 1YT","York","York, unparished area","England"
"YO1 1YU","York","York, unparished area","England"
"YO1 1YW","York","York, unparished area","England"
"YO1 1YX","York","York, unparished area","England"
"YO1 1YY","York","York, unparished area","England"
"YO1 1YZ","York","York, unparished area","England"
"YO1 1ZA","York","York, unparished area","England"
"YO1 1ZB","York","Fulford","England"
"YO1 1ZD","York","York, unparished area","England"
"YO1 1ZE","York","York, unparished area","England"
"YO1 1ZF","York","York, unparished area","England"
"YO1 1ZG","York","York, unparished area","England"
"YO1 1ZH","York","Dunnington","England"
"YO1 1ZJ","York","York, unparished area","England"
"YO1 1ZL","York","Fulford","England"
"YO1 1ZN","York","York, unparished area","England"
"YO1 1ZP","York","York, unparished area","England"
"YO1 1ZQ","York","York, unparished area","England"
"YO1 1ZR","York","Fulford","England"
"YO1 1ZS","York","York, unparished area","England"
"YO1 1ZT","York","York, unparished area","England"
"YO1 1ZU","York","York, unparished area","England"
"YO1 1ZW","York","York, unparished area","England"
"YO1 1ZX","York","York, unparished area","England"
"YO1 1ZY","York","York, unparished area","England"
"YO1 1ZZ","York","York, unparished area","England"
"YO1 2AA","York","York, unparished area","England"
"YO1 2AB","York","York, unparished area","England"
"YO1 2AD","York","York, unparished area","England"
"YO1 2AE","York","York, unparished area","England"
"YO1 2AF","York","York, unparished area","England"
"YO1 2AG","York","York, unparished area","England"
"YO1 2AH","York","York, unparished area","England"
"YO1 2AJ","York","York, unparished area","England"
"YO1 2AL","York","York, unparished area","England"
"YO1 2AN","York","York, unparished area","England"
"YO1 2AP","York","York, unparished area","England"
"YO1 2AQ","York","York, unparished area","England"
"YO1 2AR","York","York, unparished area","England"
"YO1 2AS","York","York, unparished area","England"
"YO1 2AT","York","York, unparished area","England"
"YO1 2AU","York","York, unparished area","England"
"YO1 2AW","York","York, unparished area","England"
"YO1 2AX","York","York, unparished area","England"
"YO1 2AY","York","York, unparished area","England"
"YO1 2AZ","York","York, unparished area","England"
"YO1 2BA","York","York, unparished area","England"
"YO1 2BB","York","York, unparished area","England"
"YO1 2BD","York","York, unparished area","England"
"YO1 2BE","York","York, unparished area","England"
"YO1 2BG","York","York, unparished area","England"
"YO1 2BH","York","York, unparished area","England"
"YO1 2BJ","York","York, unparished area","England"
"YO1 2BL","York","York, unparished area","England"
"YO1 2BN","York","York, unparished area","England"
"YO1 2BP","York","York, unparished area","England"
"YO1 2BQ","York","York, unparished area","England"
"YO1 2BR","York","York, unparished area","England"
"YO1 2BS","York","York, unparished area","England"
"YO1 2BT","York","York, unparished area","England"
"YO1 2BU","York","York, unparished area","England"
"YO1 2BW","York","York, unparished area","England"
"YO1 2BX","York","York, unparished area","England"
"YO1 2BY","York","York, unparished area","England"
